ch_name,mal_id,mal_title,img_url,mal_year
Code Geass 反叛的魯路修 R2,2904,Code Geass: Hangyaku no Lelouch R2,https://cdn.myanimelist.net/images/anime/1088/135089.jpg,2008
Code Geass 反叛的魯路修,1575,Code Geass: Hangyaku no Lelouch,https://cdn.myanimelist.net/images/anime/1032/135088.jpg,2006
動物朋友,33089,Kemono Friends,https://cdn.myanimelist.net/images/anime/2/83518.jpg,2017
奇巧計程車,46102,Odd Taxi,https://cdn.myanimelist.net/images/anime/1981/113348.jpg,2021
這個勇者明明超 TUEEE 卻過度謹慎！,38659,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,https://cdn.myanimelist.net/images/anime/1715/103419.jpg,2019
達爾文遊戲,38656,Darwin's Game,https://cdn.myanimelist.net/images/anime/1016/107222.jpg,2020
齊木楠雄的災難,33255,Saiki Kusuo no Ψ-nan,https://cdn.myanimelist.net/images/anime/1973/142750.jpg,2016
無彩限的幻影世界,31442,Musaigen no Phantom World,https://cdn.myanimelist.net/images/anime/4/78339.jpg,2016
男子高校生的日常,11843,Danshi Koukousei no Nichijou,https://cdn.myanimelist.net/images/anime/3/33257.jpg,2012
咒術迴戰,40748,Jujutsu Kaisen,https://cdn.myanimelist.net/images/anime/1171/109222.jpg,2020
持續狩獵史萊姆三百年，不知不覺就練到 LV MAX,40586,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",https://cdn.myanimelist.net/images/anime/1888/133089.jpg,2021
這個美術社大有問題！,31952,Kono Bijutsu-bu ni wa Mondai ga Aru!,https://cdn.myanimelist.net/images/anime/3/80688.jpg,2016
打工吧！魔王大人,15809,Hataraku Maou-sama!,https://cdn.myanimelist.net/images/anime/3/50177.jpg,2013
佐賀偶像是傳奇 捲土重來,40174,Zombieland Saga Revenge,https://cdn.myanimelist.net/images/anime/1118/115156.jpg,2021
在魔王城說晚安,40397,Maoujou de Oyasumi,https://cdn.myanimelist.net/images/anime/1448/108514.jpg,2020
遊戲 3 人娘,37171,Asobi Asobase,https://cdn.myanimelist.net/images/anime/1139/95077.jpg,2018
四月是你的謊言,23273,Shigatsu wa Kimi no Uso,https://cdn.myanimelist.net/images/anime/1405/143284.jpg,2014
刀劍神域 Sword Art Online,11757,Sword Art Online,https://cdn.myanimelist.net/images/anime/11/39717.jpg,2012
冰菓,12189,Hyouka,https://cdn.myanimelist.net/images/anime/13/50521.jpg,2012
為美好的世界獻上祝福！2,32937,Kono Subarashii Sekai ni Shukufuku wo! 2,https://cdn.myanimelist.net/images/anime/2/83188.jpg,2017
為美好的世界獻上祝福！,30831,Kono Subarashii Sekai ni Shukufuku wo!,https://cdn.myanimelist.net/images/anime/1895/142748.jpg,2016
Angel Beats！,6547,Angel Beats!,https://cdn.myanimelist.net/images/anime/1244/111115.jpg,2010
出租女友,40839,"Kanojo, Okarishimasu",https://cdn.myanimelist.net/images/anime/1902/128382.jpg,2020
情色漫畫老師,32901,Eromanga-sensei,https://cdn.myanimelist.net/images/anime/2/86468.jpg,2017
暗殺教室 365 日倒數計時,33513,Ansatsu Kyoushitsu: 365-nichi no Jikan,https://cdn.myanimelist.net/images/anime/4/84834.jpg,2016
夏洛特,28999,Charlotte,https://cdn.myanimelist.net/images/anime/1826/147276.jpg,2015
暗殺教室 第二季,30654,Ansatsu Kyoushitsu 2nd Season,https://cdn.myanimelist.net/images/anime/8/77966.jpg,2016
單蠢女孩,34881,Aho Girl,https://cdn.myanimelist.net/images/anime/7/86665.jpg,2017
暗殺教室,24833,Ansatsu Kyoushitsu,https://cdn.myanimelist.net/images/anime/5/75639.jpg,2015
歡迎來到實力至上主義的教室,35507,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,https://cdn.myanimelist.net/images/anime/5/86830.jpg,2017
青春豬頭少年不會夢到懷夢美少女,38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,https://cdn.myanimelist.net/images/anime/1613/102179.jpg,2019
青春豬頭少年不會夢到兔女郎學姊,37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,https://cdn.myanimelist.net/images/anime/1301/93586.jpg,2018
Re：從零開始的異世界生活 第二季,39587,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,https://cdn.myanimelist.net/images/anime/1444/108005.jpg,2020
Re：從零開始的異世界生活 Memory Snow,36286,Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,https://cdn.myanimelist.net/images/anime/1081/95707.jpg,2018
Re：從零開始的異世界生活,31240,Re:Zero kara Hajimeru Isekai Seikatsu,https://cdn.myanimelist.net/images/anime/1522/128039.jpg,2016
膽大黨,57334,Dandadan,https://cdn.myanimelist.net/images/anime/1584/143719.jpg,2024
半妖的夜叉姬 第二季,48505,Hanyou no Yashahime: Sengoku Otogizoushi - Ni no Shou,https://cdn.myanimelist.net/images/anime/1415/118635.jpg,2021
現實主義勇者的王國重建記,41710,Genjitsu Shugi Yuusha no Oukoku Saikenki,https://cdn.myanimelist.net/images/anime/1297/118764.jpg,2021
半妖的夜叉姬,41911,Hanyou no Yashahime: Sengoku Otogizoushi,https://cdn.myanimelist.net/images/anime/1005/114781.jpg,2020
戰翼的希格德莉法,41372,Senyoku no Sigrdrifa,https://cdn.myanimelist.net/images/anime/1576/109007.jpg,2020
刀劍神域 Alicization,36474,Sword Art Online: Alicization,https://cdn.myanimelist.net/images/anime/1993/93837.jpg,2018
月光下的異世界之旅,43523,Tsuki ga Michibiku Isekai Douchuu,https://cdn.myanimelist.net/images/anime/1950/116474.jpg,2021
轉生成女性向遊戲只有毀滅 END 的壞人大小姐 X,42282,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,https://cdn.myanimelist.net/images/anime/1088/116439.jpg,2021
槍彈辯駁 希望學園與絕望高中生,16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,https://cdn.myanimelist.net/images/anime/4/51463.jpg,2013
擾亂 THE PRINCESS OF SNOW AND BLOOD,47250,Jouran: The Princess of Snow and Blood,https://cdn.myanimelist.net/images/anime/1289/115673.jpg,2021
給不滅的你,41025,Fumetsu no Anata e,https://cdn.myanimelist.net/images/anime/1880/118484.jpg,2021
虛構推理,39017,Kyokou Suiri,https://cdn.myanimelist.net/images/anime/1310/117188.jpg,2020
槍彈辯駁 3 未來編,32189,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,https://cdn.myanimelist.net/images/anime/10/80931.jpg,2016
槍彈辯駁 3 絕望編,33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,https://cdn.myanimelist.net/images/anime/4/80932.jpg,2016
櫻花大戰,561,Sakura Taisen,https://cdn.myanimelist.net/images/anime/1641/107219.jpg,2000
宿命迴響：命運節拍,48556,Takt Op. Destiny,https://cdn.myanimelist.net/images/anime/1449/117797.jpg,2021
寶可夢 XY＆Z,31592,Pokemon XY&Z,https://cdn.myanimelist.net/images/anime/1627/140267.jpg,2015
寶可夢 XY,19291,Pokemon XY,https://cdn.myanimelist.net/images/anime/1759/140263.jpg,2013
女神異聞錄 4 黃金版,24075,Persona 4 the Golden Animation,https://cdn.myanimelist.net/images/anime/3/63251.jpg,2014
憂國的莫里亞蒂 第一季 後半,43325,Yuukoku no Moriarty Part 2,https://cdn.myanimelist.net/images/anime/1200/111522.jpg,2021
憂國的莫里亞蒂 第一季,40911,Yuukoku no Moriarty,https://cdn.myanimelist.net/images/anime/1464/108330.jpg,2020
新櫻花大戰,40403,Shin Sakura Taisen the Animation,https://cdn.myanimelist.net/images/anime/1341/105735.jpg,2020
女神異聞錄 4,10588,Persona 4 the Animation,https://cdn.myanimelist.net/images/anime/4/29107.jpg,2011
GNOSIA,60427,Gnosia,https://cdn.myanimelist.net/images/anime/1257/152352.jpg,2025
傷物語 III 冷血篇,31758,Kizumonogatari III: Reiketsu-hen,https://cdn.myanimelist.net/images/anime/1084/112813.jpg,2017
海底兩萬哩,1251,Fushigi no Umi no Nadia,https://cdn.myanimelist.net/images/anime/1750/118570.jpg,1990
偶像大師 閃耀色彩,54758,The iDOLM@STER Shiny Colors,https://cdn.myanimelist.net/images/anime/1274/140769.jpg,2024
我獨自升級,52299,Ore dake Level Up na Ken,https://cdn.myanimelist.net/images/anime/1801/142390.jpg,2024
NANA,877,Nana,https://cdn.myanimelist.net/images/anime/2/11232.jpg,2006
Fate/kaleid liner 魔法少女☆伊莉雅,14829,Fate/kaleid liner Prisma☆Illya,https://cdn.myanimelist.net/images/anime/1773/121542.jpg,2013
MUV-LUV ALTERNATIVE,40608,Muv-Luv Alternative,https://cdn.myanimelist.net/images/anime/1916/118439.jpg,2021
雙星之陰陽師,32105,Sousei no Onmyouji,https://cdn.myanimelist.net/images/anime/12/79556.jpg,2016
Lapis Re：LiGHTs,37587,Lapis Re:LiGHTs,https://cdn.myanimelist.net/images/anime/1880/107611.jpg,2020
櫻花莊的寵物女孩,13759,Sakura-sou no Pet na Kanojo,https://cdn.myanimelist.net/images/anime/4/43643.jpg,2012
魔法紀錄 魔法少女小圓外傳,38256,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,https://cdn.myanimelist.net/images/anime/1786/104783.jpg,2020
Fate/Grand Order -First Order-,34321,Fate/Grand Order: First Order,https://cdn.myanimelist.net/images/anime/6/82651.jpg,2016
光之戰記 -ZUERST-,37599,Magatsu Wahrheit: Zuerst,https://cdn.myanimelist.net/images/anime/1109/108983.jpg,2020
與魔共舞,29976,Dance with Devils,https://cdn.myanimelist.net/images/anime/4/75640.jpg,2015
犬夜叉,249,InuYasha,https://cdn.myanimelist.net/images/anime/1589/95329.jpg,2000
高校之神,41353,The God of High School,https://cdn.myanimelist.net/images/anime/1722/107269.jpg,2020
皇帝聖印戰記,34279,Grancrest Senki,https://cdn.myanimelist.net/images/anime/4/89883.jpg,2018
混沌之子,30485,ChäoS;Child,https://cdn.myanimelist.net/images/anime/1310/90137.jpg,2017
約會大作戰 DATE A LIVE,15583,Date A Live,https://cdn.myanimelist.net/images/anime/13/44844.jpg,2013
機巧少女不會受傷,17247,Machine-Doll wa Kizutsukanai,https://cdn.myanimelist.net/images/anime/4/56141.jpg,2013
魔法禁書目錄外傳 科學超電磁砲,6213,Toaru Kagaku no Railgun,https://cdn.myanimelist.net/images/anime/1099/106939.jpg,2009
魔法禁書目錄,4654,Toaru Majutsu no Index,https://cdn.myanimelist.net/images/anime/2/75533.jpg,2008
點滿農民相關技能後，不知為何就變強了。,51128,Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta.,https://cdn.myanimelist.net/images/anime/1384/127328.jpg,2022
政宗君的復仇,33487,Masamune-kun no Revenge,https://cdn.myanimelist.net/images/anime/12/83709.jpg,2017
DDDD 惡魔的破壞,58883,Dead Dead Demons Dededede Destruction (ONA),https://cdn.myanimelist.net/images/anime/1528/143212.jpg,2024
BanG Dream! Ave Mujica,56653,BanG Dream! Ave Mujica,https://cdn.myanimelist.net/images/anime/1181/148235.jpg,2025
Dr.STONE 新石紀 第四季,57592,Dr. Stone: Science Future,https://cdn.myanimelist.net/images/anime/1403/146479.jpg,2025
嘆氣的亡靈想隱退,58172,Nageki no Bourei wa Intai shitai,https://cdn.myanimelist.net/images/anime/1679/145660.jpg,2024
最狂輔助職業【話術士】世界最強戰團聽我號令,58714,"Saikyou no Shienshoku ""Wajutsushi"" de Aru Ore wa Sekai Saikyou Clan wo Shitagaeru",https://cdn.myanimelist.net/images/anime/1683/145446.jpg,2024
襲來！美少女邪神 W,15699,Haiyore! Nyaruko-san W,https://cdn.myanimelist.net/images/anime/10/47533.jpg,2013
老夫老妻重返青春,56230,Jiisan Baasan Wakagaeru,https://cdn.myanimelist.net/images/anime/1676/141714.jpg,2024
秒殺外掛太強了，異世界的傢伙們根本就不是對手。,53730,"Sokushi Cheat ga Saikyou sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga.",https://cdn.myanimelist.net/images/anime/1734/139673.jpg,2024
異世界食堂 2,48804,Isekai Shokudou 2,https://cdn.myanimelist.net/images/anime/1777/117885.jpg,2021
女忍者椿的心事,50338,Kunoichi Tsubaki no Mune no Uchi,https://cdn.myanimelist.net/images/anime/1724/121343.jpg,2022
魔都精兵的奴隸,50392,Mato Seihei no Slave,https://cdn.myanimelist.net/images/anime/1114/140805.jpg,2024
佐佐木與文鳥小嗶,52482,Sasaki to Pii-chan,https://cdn.myanimelist.net/images/anime/1624/139672.jpg,2024
非自願的不死冒險者,51648,Nozomanu Fushi no Boukensha,https://cdn.myanimelist.net/images/anime/1008/140287.jpg,2024
我內心的糟糕念頭 第二季,55690,Boku no Kokoro no Yabai Yatsu 2nd Season,https://cdn.myanimelist.net/images/anime/1643/138581.jpg,2024
哥布林殺手 II,47160,Goblin Slayer II,https://cdn.myanimelist.net/images/anime/1100/138338.jpg,2023
盾之勇者成名錄 Season 3,40357,Tate no Yuusha no Nariagari Season 3,https://cdn.myanimelist.net/images/anime/1317/139802.jpg,2023
重生者的魔法一定要特別,54852,Kikansha no Mahou wa Tokubetsu desu,https://cdn.myanimelist.net/images/anime/1222/145668.jpg,2023
女朋友 and 女朋友 第二季,53040,Kanojo mo Kanojo Season 2,https://cdn.myanimelist.net/images/anime/1063/137100.jpg,2023
不死不運,52741,Undead Unluck,https://cdn.myanimelist.net/images/anime/1136/138410.jpg,2023
我想成為影之強者！第二季,54595,Kage no Jitsuryokusha ni Naritakute! 2nd Season,https://cdn.myanimelist.net/images/anime/1938/138295.jpg,2023
香格里拉・開拓異境～糞作獵手挑戰神作～,52347,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",https://cdn.myanimelist.net/images/anime/1500/139931.jpg,2023
萬事屋齋藤先生轉生異世界,50854,"Benriya Saitou-san, Isekai ni Iku",https://cdn.myanimelist.net/images/anime/1805/132335.jpg,2023
放學後堤防日誌,39730,Houkago Teibou Nisshi,https://cdn.myanimelist.net/images/anime/1216/111637.jpg,2020
英雄教室,49894,Eiyuu Kyoushitsu,https://cdn.myanimelist.net/images/anime/1179/136000.jpg,2023
七魔劍支配天下,50582,Nanatsu no Maken ga Shihai suru,https://cdn.myanimelist.net/images/anime/1396/136273.jpg,2023
勇者赫魯庫,51020,Helck,https://cdn.myanimelist.net/images/anime/1002/138524.jpg,2023
妙廟美少女,54275,Temple,https://cdn.myanimelist.net/images/anime/1879/136896.jpg,2023
線上遊戲的老婆不可能是女生？,31404,Netoge no Yome wa Onnanoko ja Nai to Omotta?,https://cdn.myanimelist.net/images/anime/3/79414.jpg,2016
堀與宮村 -piece-,54856,Horimiya: Piece,https://cdn.myanimelist.net/images/anime/1007/136277.jpg,2023
黑暗集會,52505,Dark Gathering,https://cdn.myanimelist.net/images/anime/1346/138731.jpg,2023
殭屍 100～在成為殭屍前要做的 100 件事～,54112,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,https://cdn.myanimelist.net/images/anime/1384/136408.jpg,2023
我喜歡的女孩忘記戴眼鏡,54234,Suki na Ko ga Megane wo Wasureta,https://cdn.myanimelist.net/images/anime/1582/136325.jpg,2023
政宗君的復仇 R,51498,Masamune-kun no Revenge R,https://cdn.myanimelist.net/images/anime/1667/135587.jpg,2023
無職轉生～到了異世界就拿出真本事 第二季,51179,Mushoku Tensei II: Isekai Ittara Honki Dasu,https://cdn.myanimelist.net/images/anime/1898/138005.jpg,2023
Fate/strange Fake -Whispers of Dawn-,53127,Fate/strange Fake: Whispers of Dawn,https://cdn.myanimelist.net/images/anime/1220/136619.jpg,2023
新科學小飛俠,18229,Gatchaman Crowds,https://cdn.myanimelist.net/images/anime/7/52471.jpg,2013
不要欺負我，長瀞同學 2nd Attack,50197,"Ijiranaide, Nagatoro-san 2nd Attack",https://cdn.myanimelist.net/images/anime/1902/129579.jpg,2023
不要欺負我，長瀞同學,42361,"Ijiranaide, Nagatoro-san",https://cdn.myanimelist.net/images/anime/1900/110097.jpg,2021
無神世界的神明活動,51693,Kaminaki Sekai no Kamisama Katsudou,https://cdn.myanimelist.net/images/anime/1794/135148.jpg,2023
火影忍者,20,Naruto,https://cdn.myanimelist.net/images/anime/1141/142503.jpg,2002
和山田談場 Lv999 的戀愛,53126,Yamada-kun to Lv999 no Koi wo Suru,https://cdn.myanimelist.net/images/anime/1298/134178.jpg,2023
【我推的孩子】,52034,[Oshi no Ko],https://cdn.myanimelist.net/images/anime/1812/134736.jpg,2023
機動戰士鋼彈 水星的魔女 Season 2,53199,Kidou Senshi Gundam: Suisei no Majo Season 2,https://cdn.myanimelist.net/images/anime/1023/134768.jpg,2023
肌肉魔法使-MASHLE-,52211,Mashle,https://cdn.myanimelist.net/images/anime/1218/135107.jpg,2023
魔法使的新娘 第二季,52955,Mahoutsukai no Yome Season 2,https://cdn.myanimelist.net/images/anime/1532/135155.jpg,2023
Dr.STONE 新石紀 第三季,48549,Dr. Stone: New World,https://cdn.myanimelist.net/images/anime/1316/136268.jpg,2023
我家的英雄,52092,My Home Hero,https://cdn.myanimelist.net/images/anime/1525/132959.jpg,2023
我內心的糟糕念頭,52578,Boku no Kokoro no Yabai Yatsu,https://cdn.myanimelist.net/images/anime/1545/133887.jpg,2023
帶著智慧型手機闖蕩異世界。2,51632,Isekai wa Smartphone to Tomo ni. 2,https://cdn.myanimelist.net/images/anime/1932/131464.jpg,2023
久保同學不放過我,51815,Kubo-san wa Mob wo Yurusanai,https://cdn.myanimelist.net/images/anime/1818/132330.jpg,2023
最強陰陽師的異世界轉生記,50932,Saikyou Onmyouji no Isekai Tenseiki,https://cdn.myanimelist.net/images/anime/1547/125900.jpg,2023
妖幻三重奏,50606,Ayakashi Triangle,https://cdn.myanimelist.net/images/anime/1078/131921.jpg,2023
TRIGUN STAMPEDE,52093,Trigun Stampede,https://cdn.myanimelist.net/images/anime/1426/129194.jpg,2023
尼爾：自動人形 Ver1.1a,51105,NieR:Automata Ver1.1a,https://cdn.myanimelist.net/images/anime/1669/150616.jpg,2023
給不滅的你 第二季,49709,Fumetsu no Anata e Season 2,https://cdn.myanimelist.net/images/anime/1271/127700.jpg,2022
女朋友 and 女朋友,43969,Kanojo mo Kanojo,https://cdn.myanimelist.net/images/anime/1713/117119.jpg,2021
世界頂尖的暗殺者轉生為異世界貴族,47790,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",https://cdn.myanimelist.net/images/anime/1928/117620.jpg,2021
陰陽眼見子,48483,Mieruko-chan,https://cdn.myanimelist.net/images/anime/1277/117155.jpg,2021
魔法少女小圓 後編 永遠的物語,11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,https://cdn.myanimelist.net/images/anime/6/42265.jpg,2012
奇蛋物語 Wonder Egg Priority,43299,Wonder Egg Priority,https://cdn.myanimelist.net/images/anime/1079/110751.jpg,2021
堀與宮村,42897,Horimiya,https://cdn.myanimelist.net/images/anime/1695/111486.jpg,2021
關於我轉生變成史萊姆這檔事 第二季,39551,Tensei shitara Slime Datta Ken 2nd Season,https://cdn.myanimelist.net/images/anime/1271/109841.jpg,2021
流浪神差,20507,Noragami,https://cdn.myanimelist.net/images/anime/1886/128266.jpg,2014
我們真的學不來！第二季,40004,Bokutachi wa Benkyou ga Dekinai!,https://cdn.myanimelist.net/images/anime/1974/102960.jpg,2019
我們真的學不來！,38186,Bokutachi wa Benkyou ga Dekinai,https://cdn.myanimelist.net/images/anime/1602/100510.jpg,2019
新科學小飛俠 insight,21039,Gatchaman Crowds Insight,https://cdn.myanimelist.net/images/anime/11/74978.jpg,2015
鬼滅之刃 竈門炭治郎 立志篇,38000,Kimetsu no Yaiba,https://cdn.myanimelist.net/images/anime/1286/99889.jpg,2019
關於我轉生變成史萊姆這檔事,37430,Tensei shitara Slime Datta Ken,https://cdn.myanimelist.net/images/anime/1069/123309.jpg,2018
Fate/strange Fake,55830,Fate/strange Fake,https://cdn.myanimelist.net/images/anime/1752/150192.jpg,2026
刀劍神域10週年紀念 Sword Art Online -FULLDIVE-,53588,Sword Art Online: Full Dive - Opening Eizou,https://cdn.myanimelist.net/images/anime/1889/130946.jpg,2022
刀劍神域 Alicization War of Underworld -THE LAST SEASON-,40540,Sword Art Online: Alicization - War of Underworld 2nd Season,https://cdn.myanimelist.net/images/anime/1438/105106.jpg,2020
賭博默示錄,3002,Gyakkyou Burai Kaiji: Ultimate Survivor,https://cdn.myanimelist.net/images/anime/12/80032.jpg,2007
蒼之騎士團,40961,Hortensia Saga,https://cdn.myanimelist.net/images/anime/1558/113940.jpg,2021
9-nine- 支配者的王冠,58957,9: Ruler's Crown,https://cdn.myanimelist.net/images/anime/1199/151679.jpg,2025
尋找失去的未來,21845,Ushinawareta Mirai wo Motomete,https://cdn.myanimelist.net/images/anime/1414/112510.jpg,2014
萊莎的鍊金工房 ～常闇女王與秘密藏身處～ The Animation,54760,Ryza no Atelier: Tokoyami no Joou to Himitsu no Kakurega,https://cdn.myanimelist.net/images/anime/1079/136949.jpg,2023
通靈王 (2001),154,Shaman King,https://cdn.myanimelist.net/images/anime/1722/99235.jpg,2001
灌籃高手,170,Slam Dunk,https://cdn.myanimelist.net/images/anime/12/86890.jpg,1993
昨日之歌,39710,Yesterday wo Utatte,https://cdn.myanimelist.net/images/anime/1553/107721.jpg,2020
魔法科高中的優等生,45572,Mahouka Koukou no Yuutousei,https://cdn.myanimelist.net/images/anime/1719/116262.jpg,2021
魔法禁書目錄 Ⅲ,36432,Toaru Majutsu no Index III,https://cdn.myanimelist.net/images/anime/1583/93857.jpg,2018
朋友遊戲,50273,Tomodachi Game,https://cdn.myanimelist.net/images/anime/1247/121345.jpg,2022
NUKITASHI 住在拔作島上的我該如何是好？,57969,Nukitashi the Animation,https://cdn.myanimelist.net/images/anime/1587/149982.jpg,2025
青春豬頭少年不會夢到聖誕服女郎,57433,Seishun Buta Yarou wa Santa Claus no Yume wo Minai,https://cdn.myanimelist.net/images/anime/1823/149858.jpg,2025
忍者與殺手的兩人生活,58725,Ninja to Koroshiya no Futarigurashi,https://cdn.myanimelist.net/images/anime/1855/146642.jpg,2025
武裝少女 Machiavellism,33475,Busou Shoujo Machiavellianism,https://cdn.myanimelist.net/images/anime/3/83995.jpg,2017
山田君與 7 位魔女,28677,Yamada-kun to 7-nin no Majo,https://cdn.myanimelist.net/images/anime/2/73700.jpg,2015
91 Days,32998,91 Days,https://cdn.myanimelist.net/images/anime/13/80515.jpg,2016
Lycoris Recoil 莉可麗絲：友誼是時間的竊賊,59369,Lycoris Recoil: Friends Are Thieves of Time.,https://cdn.myanimelist.net/images/anime/1314/147593.jpg,2025
契約之吻,51417,Engage Kiss,https://cdn.myanimelist.net/images/anime/1549/125495.jpg,2022
魔王 2099,54853,Maou 2099,https://cdn.myanimelist.net/images/anime/1675/144605.jpg,2024
精靈幻想記 2,50306,Seirei Gensouki 2,https://cdn.myanimelist.net/images/anime/1087/144583.jpg,2024
妻子變成小學生。,54726,"Tsuma, Shougakusei ni Naru.",https://cdn.myanimelist.net/images/anime/1752/145548.jpg,2024
在地下城尋求邂逅是否搞錯了什麼 第五季,57066,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V: Houjou no Megami-hen,https://cdn.myanimelist.net/images/anime/1299/144738.jpg,2024
偽戀,18897,Nisekoi,https://cdn.myanimelist.net/images/anime/13/75587.jpg,2014
敗北女角太多了！,57524,Make Heroine ga Oosugiru!,https://cdn.myanimelist.net/images/anime/1332/143513.jpg,2024
物語系列 第外季&第怪季,57864,Monogatari Series: Off & Monster Season,https://cdn.myanimelist.net/images/anime/1142/146776.jpg,2024
模擬後宮體驗,54968,Giji Harem,https://cdn.myanimelist.net/images/anime/1607/143547.jpg,2024
不時輕聲地以俄語遮羞的鄰座艾莉同學,54744,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,https://cdn.myanimelist.net/images/anime/1596/152806.jpg,2024
怪人的沙拉碗,55877,Henjin no Salad Bowl,https://cdn.myanimelist.net/images/anime/1861/141482.jpg,2024
ISLAND,33012,Island,https://cdn.myanimelist.net/images/anime/1951/95080.jpg,2018
從 Lv2 開始開外掛的前勇者候補過著悠哉異世界生活,56923,Lv2 kara Cheat datta Motoyuusha Kouho no Mattari Isekai Life,https://cdn.myanimelist.net/images/anime/1103/142513.jpg,2024
夜櫻家大作戰,53865,Yozakura-san Chi no Daisakusen,https://cdn.myanimelist.net/images/anime/1674/143715.jpg,2024
魔法科高中的劣等生 第三季,50713,Mahouka Koukou no Rettousei 3rd Season,https://cdn.myanimelist.net/images/anime/1100/142255.jpg,2024
身為魔王的我娶了奴隸精靈為妻，該如何表白我的愛？,53434,"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?",https://cdn.myanimelist.net/images/anime/1346/141203.jpg,2024
遊戲王 怪獸之決鬥,481,Yu☆Gi☆Oh! Duel Monsters,https://cdn.myanimelist.net/images/anime/3/77055.jpg,2000
公主殿下，「拷問」的時間到了,55774,"Himesama ""Goumon"" no Jikan desu",https://cdn.myanimelist.net/images/anime/1056/139398.jpg,2024
七龍珠超：布羅利,36946,Dragon Ball Super: Broly,https://cdn.myanimelist.net/images/anime/1575/93498.jpg,2018
DECA - DENCE,40056,Deca-Dence,https://cdn.myanimelist.net/images/anime/1787/132772.jpg,2020
不死少女的謀殺鬧劇,54790,Undead Girl Murder Farce,https://cdn.myanimelist.net/images/anime/1946/136661.jpg,2023
咒術迴戰 第二季,51009,Jujutsu Kaisen 2nd Season,https://cdn.myanimelist.net/images/anime/1792/138022.jpg,2023
放學後失眠的你,50796,Kimi wa Houkago Insomnia,https://cdn.myanimelist.net/images/anime/1402/134007.jpg,2023
為何我的世界被遺忘了？,56062,Naze Boku no Sekai wo Daremo Oboeteinai no ka?,https://cdn.myanimelist.net/images/anime/1664/144272.jpg,2024
三坪房間的侵略者！？,22865,Rokujouma no Shinryakusha!?,https://cdn.myanimelist.net/images/anime/2/62655.jpg,2014
物之古物奇譚,50384,Mononogatari,https://cdn.myanimelist.net/images/anime/1173/131830.jpg,2023
黑之召喚士,51064,Kuro no Shoukanshi,https://cdn.myanimelist.net/images/anime/1517/125496.jpg,2022
魔王學院的不適任者～史上最強的魔王始祖，轉生就讀子孫們的學校～第二季,48417,"Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",https://cdn.myanimelist.net/images/anime/1369/139553.jpg,2023
小智是女孩啦！,52305,Tomo-chan wa Onnanoko!,https://cdn.myanimelist.net/images/anime/1444/131828.jpg,2023
關於我在無意間被隔壁的天使變成廢柴這件事,50739,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,https://cdn.myanimelist.net/images/anime/1240/133638.jpg,2023
鏈鋸人,44511,Chainsaw Man,https://cdn.myanimelist.net/images/anime/1806/126216.jpg,2022
我想成為影之強者！,48316,Kage no Jitsuryokusha ni Naritakute!,https://cdn.myanimelist.net/images/anime/1091/128729.jpg,2022
夫婦以上，戀人未滿,50425,"Fuufu Ijou, Koibito Miman.",https://cdn.myanimelist.net/images/anime/1713/126442.jpg,2022
機動戰士鋼彈 水星的魔女,49828,Kidou Senshi Gundam: Suisei no Majo,https://cdn.myanimelist.net/images/anime/1440/127624.jpg,2022
三顆星彩色冒險,35078,Mitsuboshi Colors,https://cdn.myanimelist.net/images/anime/5/89984.jpg,2018
川柳少女,38787,Senryuu Shoujo,https://cdn.myanimelist.net/images/anime/1751/98216.jpg,2019
旋風管家！,2026,Hayate no Gotoku!,https://cdn.myanimelist.net/images/anime/7/73932.jpg,2007
組長女兒與保姆,49776,Kumichou Musume to Sewagakari,https://cdn.myanimelist.net/images/anime/1454/122063.jpg,2022
